doi	section	n_itc	study_number	questions	answer
10.1001/jamaophthalmol.2021.6284	results	1	NA	contrast_effect_unadjusted_value	-2.38
10.1001/jamaophthalmol.2021.6284	results	1	NA	contrast_effect_unadjusted_pvalci	[-3.49;-1.27]
10.1001/jamaophthalmol.2021.6284	results	1	NA	contrast_effect_adjusted_value	-2.31
10.1001/jamaophthalmol.2021.6284	results	1	NA	contrast_effect_adjusted_pvalci	[-3.45;-1.17]
10.1001/jamaophthalmol.2021.6284	results	1	NA	adjustment_geographical	No
10.1001/jamaophthalmol.2021.6284	results	1	NA	ss_total_ipd	NA
10.1001/jamaophthalmol.2021.6284	results	1	NA	ss_adjusted_total_ipd	NA
10.1001/jamaophthalmol.2021.6284	results	1	NA	ss_total_nonipd	NA
10.1001/jamaophthalmol.2021.6284	results	1	NA	ss_anchor_nonipd	NA
10.1001/jamaophthalmol.2021.6284	results	1	NA	ss_anchor_ipd	NA
10.1001/jamaophthalmol.2021.6284	results	1	NA	ss_adjusted_anchor_ipd	NA
10.1001/jamaophthalmol.2021.6284	results	1	NA	effect_cutoff	0
10.1001/jamaophthalmol.2021.6284	results	1	NA	unadjusted_lb_ci	-3.49
10.1001/jamaophthalmol.2021.6284	results	1	NA	unadjusted_ub_ci	-1.27
10.1001/jamaophthalmol.2021.6284	results	1	NA	unadjusted_significant	TRUE
10.1001/jamaophthalmol.2021.6284	results	1	NA	adjusted_lb_ci	-3.45
10.1001/jamaophthalmol.2021.6284	results	1	NA	adjusted_ub_ci	-1.17
10.1001/jamaophthalmol.2021.6284	results	1	NA	adjusted_significant	TRUE
10.1001/jamaophthalmol.2021.6284	study_information	NA	1	ipd_yn	Yes
10.1001/jamaophthalmol.2021.6284	study_information	NA	1	ct_yn	Yes
10.1001/jamaophthalmol.2021.6284	study_information	NA	1	nct	NCT01868997
10.1001/jamaophthalmol.2021.6284	study_information	NA	1	country_study	international
10.1001/jamaophthalmol.2021.6284	study_information	NA	1	ct_phase	2
10.1001/jamaophthalmol.2021.6284	study_information	NA	1	ct_arms	2 or more
10.1001/jamaophthalmol.2021.6284	study_information	NA	2	ipd_yn	Yes
10.1001/jamaophthalmol.2021.6284	study_information	NA	2	ct_yn	Yes
10.1001/jamaophthalmol.2021.6284	study_information	NA	2	nct	NCT03298867
10.1001/jamaophthalmol.2021.6284	study_information	NA	2	country_study	international
10.1001/jamaophthalmol.2021.6284	study_information	NA	2	ct_phase	3
10.1001/jamaophthalmol.2021.6284	study_information	NA	2	ct_arms	2 or more
10.1001/jamaophthalmol.2021.6284	study_information	NA	3	ipd_yn	No
10.1001/jamaophthalmol.2021.6284	study_information	NA	3	ct_yn	No
10.1001/jamaophthalmol.2021.6284	study_information	NA	3	data_source_name	meta-analysis of clinical trials from 12 articles
10.1001/jamaophthalmol.2021.6284	study_information	NA	3	country_study	international
10.1002/edm2.259	general_information	NA	NA	condition_name	type 2 diabetes
10.1002/edm2.259	general_information	NA	NA	country_first_author	uk
10.1002/edm2.259	general_information	NA	NA	country_last_author	denmark
10.1002/edm2.259	general_information	NA	NA	positions	Academic, Pharmaceutical Industry, Private Data Analysis Company
10.1002/edm2.259	general_information	NA	NA	methodologist_yn	Yes
10.1002/edm2.259	general_information	NA	NA	funding_source	Pharmaceutical Industry
10.1002/edm2.259	general_information	NA	NA	pharmaceutical_ties_yn	Yes
10.1002/edm2.259	general_information	NA	NA	systematic_review_yn	Yes
10.1002/edm2.259	methodology	1	NA	outcome_name	3 point mace (cardiovascular death, non-fatal myocardial infraction, non-fatal stroke)
10.1002/edm2.259	methodology	1	NA	outcome_short_name	3-point MACE
10.1002/edm2.259	methodology	1	NA	outcome_variable_type	Time-to-event
10.1002/edm2.259	methodology	1	NA	treatment_name_ipd	semaglutide 0.5  +  1 mg
10.1002/edm2.259	methodology	1	NA	studies_number_ipd	1
10.1002/edm2.259	methodology	1	NA	treatment_name_nonipd	dulaglutide 1.5 mg
10.1002/edm2.259	methodology	1	NA	studies_number_nonipd	2
10.1002/edm2.259	methodology	1	NA	paic_type	MAIC
10.1002/edm2.259	methodology	1	NA	anchored_yn	Yes
10.1002/edm2.259	methodology	1	NA	paic_form	Simple (ie treatments effects extracted from two studies)
10.1002/edm2.259	methodology	1	NA	primary_outcome_yn	Yes
10.1002/edm2.259	methodology	1	NA	variables_selection_justification	A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)
10.1002/edm2.259	methodology	1	NA	pf_yn	No
10.1002/edm2.259	methodology	1	NA	tem_yn	Yes
10.1002/edm2.259	methodology	1	NA	adjustment_model_details_yn	No
10.1002/edm2.259	methodology	1	NA	scale_choice_yn	No
10.1002/edm2.259	results	1	NA	contrast_effect_type	HR
10.1002/edm2.259	results	1	NA	direction_benefit	inferior
10.1002/edm2.259	results	1	NA	ss_ttt_nonipd	NA
10.1002/edm2.259	results	1	NA	ss_ttt_ipd	NA
10.1002/edm2.259	results	1	NA	ss_adjusted_ttt_ipd	NA
10.1002/edm2.259	results	1	NA	weights_yn	Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials
10.1002/edm2.259	results	1	NA	covariates_yn	Yes
10.1002/edm2.259	results	1	NA	covariates_n	6
10.1002/edm2.259	results	1	NA	covariates_names	Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Comorbidities and medical history (beside pathology/disease of interest in the comparison)
10.1002/edm2.259	results	1	NA	contrast_effect_direction	Numerator if ratio, or left side if difference
10.1002/edm2.259	results	1	NA	contrast_effect_unadjusted_value	NA
10.1002/edm2.259	results	1	NA	contrast_effect_unadjusted_pvalci	NA
10.1002/edm2.259	results	1	NA	contrast_effect_adjusted_value	0.74
10.1002/edm2.259	results	1	NA	contrast_effect_adjusted_pvalci	0.06
10.1002/edm2.259	results	1	NA	adjustment_geographical	NA
10.1002/edm2.259	results	1	NA	ss_total_ipd	3297
10.1002/edm2.259	results	1	NA	ss_adjusted_total_ipd	2633
10.1002/edm2.259	results	1	NA	ss_total_nonipd	9901
10.1002/edm2.259	results	1	NA	ss_anchor_nonipd	NA
10.1002/edm2.259	results	1	NA	ss_anchor_ipd	NA
10.1002/edm2.259	results	1	NA	ss_adjusted_anchor_ipd	NA
10.1002/edm2.259	results	1	NA	effect_cutoff	1
10.1002/edm2.259	results	1	NA	adjusted_pval	0.06
10.1002/edm2.259	results	1	NA	adjusted_num_pval	0.06
10.1002/edm2.259	results	1	NA	adjusted_significant	FALSE
10.1002/edm2.259	study_information	NA	1	ipd_yn	Yes
10.1002/edm2.259	study_information	NA	1	ct_yn	Yes
10.1002/edm2.259	study_information	NA	1	nct	NCT01720446
10.1002/edm2.259	study_information	NA	1	country_study	international
10.1002/edm2.259	study_information	NA	1	ct_phase	3
10.1002/edm2.259	study_information	NA	1	ct_arms	2 or more
10.1002/edm2.259	study_information	NA	2	ipd_yn	No
10.1002/edm2.259	study_information	NA	2	ct_yn	Yes
10.1002/edm2.259	study_information	NA	2	nct	NCT01394952
10.1002/edm2.259	study_information	NA	2	country_study	international
10.1002/edm2.259	study_information	NA	2	ct_phase	3
10.1002/edm2.259	study_information	NA	2	ct_arms	2 or more
10.1007/bf03261873	general_information	NA	NA	condition_name	attention-deficit/hyperactivity disorder
10.1007/bf03261873	general_information	NA	NA	country_first_author	usa
10.1007/bf03261873	general_information	NA	NA	country_last_author	usa
10.1007/bf03261873	general_information	NA	NA	positions	Pharmaceutical Industry, Private Data Analysis Company
10.1007/bf03261873	general_information	NA	NA	methodologist_yn	Yes
10.1007/bf03261873	general_information	NA	NA	funding_source	Pharmaceutical Industry
10.1007/bf03261873	general_information	NA	NA	pharmaceutical_ties_yn	Yes
10.1007/bf03261873	general_information	NA	NA	systematic_review_yn	Yes
10.1007/bf03261873	methodology	1	NA	outcome_name	change in the adhd-rs-iv total score from baseline to end-point
10.1007/bf03261873	methodology	1	NA	outcome_short_name	ADHD-RS-IV score
10.1007/bf03261873	methodology	1	NA	outcome_variable_type	Continuous (count, mean, ...)
10.1007/bf03261873	methodology	1	NA	treatment_name_ipd	guanfacine extended-release low dose
10.1007/bf03261873	methodology	1	NA	studies_number_ipd	1;2
10.1007/bf03261873	methodology	1	NA	treatment_name_nonipd	atomoxetine
10.1007/bf03261873	methodology	1	NA	studies_number_nonipd	3
10.1007/bf03261873	methodology	1	NA	paic_type	MAIC
10.1007/bf03261873	methodology	1	NA	anchored_yn	No
10.1007/bf03261873	methodology	1	NA	paic_form	Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)
10.1007/bf03261873	methodology	1	NA	primary_outcome_yn	Yes
10.1007/bf03261873	methodology	1	NA	variables_selection_justification	Nothing mentioned, not reported
10.1007/bf03261873	methodology	1	NA	pf_yn	No discussion (in the main text) of the status of prognostic factors of the variables
10.1007/bf03261873	methodology	1	NA	tem_yn	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1007/bf03261873	methodology	1	NA	adjustment_model_details_yn	Yes
10.1007/bf03261873	methodology	1	NA	scale_choice_yn	No
10.1007/bf03261873	methodology	2	NA	outcome_name	change in the adhd-rs-iv total score from baseline to end-point
10.1007/bf03261873	methodology	2	NA	outcome_short_name	ADHD-RS-IV score
10.1007/bf03261873	methodology	2	NA	outcome_variable_type	Continuous (count, mean, ...)
10.1007/bf03261873	methodology	2	NA	treatment_name_ipd	guanfacine extended-release mid dose
10.1007/bf03261873	methodology	2	NA	studies_number_ipd	1;2
10.1007/bf03261873	methodology	2	NA	treatment_name_nonipd	atomoxetine
10.1007/bf03261873	methodology	2	NA	studies_number_nonipd	3
10.1007/bf03261873	methodology	2	NA	paic_type	MAIC
10.1007/bf03261873	methodology	2	NA	anchored_yn	No
10.1007/bf03261873	methodology	2	NA	paic_form	Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)
10.1007/bf03261873	methodology	2	NA	primary_outcome_yn	Yes
10.1007/bf03261873	methodology	2	NA	variables_selection_justification	Nothing mentioned, not reported
10.1007/bf03261873	methodology	2	NA	pf_yn	No discussion (in the main text) of the status of prognostic factors of the variables
10.1007/bf03261873	methodology	2	NA	tem_yn	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1007/bf03261873	methodology	2	NA	adjustment_model_details_yn	Yes
10.1007/bf03261873	methodology	2	NA	scale_choice_yn	No
10.1007/bf03261873	methodology	3	NA	outcome_name	change in the adhd-rs-iv total score from baseline to end-point
10.1007/bf03261873	methodology	3	NA	outcome_short_name	ADHD-RS-IV score
10.1007/bf03261873	methodology	3	NA	outcome_variable_type	Continuous (count, mean, ...)
10.1007/bf03261873	methodology	3	NA	treatment_name_ipd	guanfacine extended-release high dose
10.1007/bf03261873	methodology	3	NA	studies_number_ipd	1;2
10.1007/bf03261873	methodology	3	NA	treatment_name_nonipd	atomoxetine
10.1007/bf03261873	methodology	3	NA	studies_number_nonipd	3
10.1007/bf03261873	methodology	3	NA	paic_type	MAIC
10.1007/bf03261873	methodology	3	NA	anchored_yn	No
10.1007/bf03261873	methodology	3	NA	paic_form	Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)
10.1007/bf03261873	methodology	3	NA	primary_outcome_yn	Yes
10.1007/bf03261873	methodology	3	NA	variables_selection_justification	Nothing mentioned, not reported
10.1007/bf03261873	methodology	3	NA	pf_yn	No discussion (in the main text) of the status of prognostic factors of the variables
10.1007/bf03261873	methodology	3	NA	tem_yn	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1007/bf03261873	methodology	3	NA	adjustment_model_details_yn	Yes
10.1007/bf03261873	methodology	3	NA	scale_choice_yn	No
10.1007/bf03261873	results	1	NA	contrast_effect_type	Means difference
10.1007/bf03261873	results	1	NA	direction_benefit	inferior
10.1007/bf03261873	results	1	NA	ss_ttt_nonipd	84
10.1007/bf03261873	results	1	NA	ss_ttt_ipd	147
10.1007/bf03261873	results	1	NA	ss_adjusted_ttt_ipd	49
10.1007/bf03261873	results	1	NA	weights_yn	Not mentioned
10.1007/bf03261873	results	1	NA	covariates_yn	Yes
10.1007/bf03261873	results	1	NA	covariates_n	6
10.1007/bf03261873	results	1	NA	covariates_names	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)
10.1007/bf03261873	results	1	NA	contrast_effect_direction	Numerator if ratio, or left side if difference
10.1007/bf03261873	results	1	NA	contrast_effect_unadjusted_value	NA
10.1007/bf03261873	results	1	NA	contrast_effect_unadjusted_pvalci	NA
10.1007/bf03261873	results	1	NA	contrast_effect_adjusted_value	-3.7
10.1007/bf03261873	results	1	NA	contrast_effect_adjusted_pvalci	0.07
10.1007/bf03261873	results	1	NA	adjustment_geographical	No
10.1007/bf03261873	results	1	NA	ss_total_ipd	NA
10.1007/bf03261873	results	1	NA	ss_adjusted_total_ipd	NA
10.1007/bf03261873	results	1	NA	ss_total_nonipd	NA
10.1007/bf03261873	results	1	NA	ss_anchor_nonipd	NA
10.1007/bf03261873	results	1	NA	ss_anchor_ipd	NA
10.1007/bf03261873	results	1	NA	ss_adjusted_anchor_ipd	NA
10.1007/bf03261873	results	1	NA	effect_cutoff	0
10.1007/bf03261873	results	1	NA	adjusted_pval	0.07
10.1007/bf03261873	results	1	NA	adjusted_num_pval	0.07
10.1007/bf03261873	results	1	NA	adjusted_significant	FALSE
10.1007/bf03261873	results	2	NA	contrast_effect_type	Means difference
10.1007/bf03261873	results	2	NA	direction_benefit	inferior
10.1007/bf03261873	results	2	NA	ss_ttt_nonipd	84
10.1007/bf03261873	results	2	NA	ss_ttt_ipd	46
10.1007/bf03261873	results	2	NA	ss_adjusted_ttt_ipd	16
10.1007/bf03261873	results	2	NA	weights_yn	Not mentioned
10.1007/bf03261873	results	2	NA	covariates_yn	Yes
10.1007/bf03261873	results	2	NA	covariates_n	6
10.1007/bf03261873	results	2	NA	covariates_names	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)
10.1007/bf03261873	results	2	NA	contrast_effect_direction	Numerator if ratio, or left side if difference
10.1007/bf03261873	results	2	NA	contrast_effect_unadjusted_value	NA
10.1007/bf03261873	results	2	NA	contrast_effect_unadjusted_pvalci	NA
10.1007/bf03261873	results	2	NA	contrast_effect_adjusted_value	-6
10.1007/bf03261873	results	2	NA	contrast_effect_adjusted_pvalci	0.02
10.1007/bf03261873	results	2	NA	adjustment_geographical	No
10.1007/bf03261873	results	2	NA	ss_total_ipd	NA
10.1007/bf03261873	results	2	NA	ss_adjusted_total_ipd	NA
10.1007/bf03261873	results	2	NA	ss_total_nonipd	NA
10.1007/bf03261873	results	2	NA	ss_anchor_nonipd	NA
10.1007/bf03261873	results	2	NA	ss_anchor_ipd	NA
10.1007/bf03261873	results	2	NA	ss_adjusted_anchor_ipd	NA
10.1007/bf03261873	results	2	NA	effect_cutoff	0
10.1007/bf03261873	results	2	NA	adjusted_pval	0.02
10.1007/bf03261873	results	2	NA	adjusted_num_pval	0.02
10.1007/bf03261873	results	2	NA	adjusted_significant	TRUE
10.1007/bf03261873	results	3	NA	contrast_effect_type	Means difference
10.1007/bf03261873	results	3	NA	direction_benefit	inferior
10.1007/bf03261873	results	3	NA	ss_ttt_nonipd	84
10.1007/bf03261873	results	3	NA	ss_ttt_ipd	82
10.1007/bf03261873	results	3	NA	ss_adjusted_ttt_ipd	38
10.1007/bf03261873	results	3	NA	weights_yn	Not mentioned
10.1007/bf03261873	results	3	NA	covariates_yn	Yes
10.1007/bf03261873	results	3	NA	covariates_n	6
10.1007/bf03261873	results	3	NA	covariates_names	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)
10.1007/bf03261873	results	3	NA	contrast_effect_direction	Numerator if ratio, or left side if difference
10.1007/bf03261873	results	3	NA	contrast_effect_unadjusted_value	NA
10.1007/bf03261873	results	3	NA	contrast_effect_unadjusted_pvalci	NA
10.1007/bf03261873	results	3	NA	contrast_effect_adjusted_value	-7
10.1007/bf03261873	results	3	NA	contrast_effect_adjusted_pvalci	<0.01
10.1007/bf03261873	results	3	NA	adjustment_geographical	No
10.1007/bf03261873	results	3	NA	ss_total_ipd	NA
10.1007/bf03261873	results	3	NA	ss_adjusted_total_ipd	NA
10.1007/bf03261873	results	3	NA	ss_total_nonipd	NA
10.1007/bf03261873	results	3	NA	ss_anchor_nonipd	NA
10.1007/bf03261873	results	3	NA	ss_anchor_ipd	NA
10.1007/bf03261873	results	3	NA	ss_adjusted_anchor_ipd	NA
10.1007/bf03261873	results	3	NA	effect_cutoff	0
10.1007/bf03261873	results	3	NA	adjusted_pval	<0.01
10.1007/bf03261873	results	3	NA	adjusted_significant	TRUE
10.1007/bf03261873	study_information	NA	1	ipd_yn	Yes
10.1007/bf03261873	study_information	NA	1	ct_yn	Yes
10.1007/bf03261873	study_information	NA	1	nct	NCT00152009
10.1007/bf03261873	study_information	NA	1	ct_phase	3
10.1007/bf03261873	study_information	NA	1	ct_arms	2 or more
10.1007/bf03261873	study_information	NA	1	country_study	unknown
10.1007/bf03261873	study_information	NA	2	ipd_yn	Yes
10.1007/bf03261873	study_information	NA	2	ct_yn	Yes
10.1007/bf03261873	study_information	NA	2	nct	NCT00150618
10.1007/bf03261873	study_information	NA	2	ct_phase	3
10.1007/bf03261873	study_information	NA	2	ct_arms	2 or more
10.1007/bf03261873	study_information	NA	2	data_source_name	sallee et al. (2009)
10.1007/bf03261873	study_information	NA	2	country_study	usa
10.1007/bf03261873	study_information	NA	3	ipd_yn	No
10.1007/bf03261873	study_information	NA	3	ct_yn	Yes
10.1007/bf03261873	study_information	NA	3	data_source_name	michelson et al. (2001)
10.1007/bf03261873	study_information	NA	3	country_study	usa
10.1007/bf03261873	study_information	NA	3	ct_arms	2 or more
10.1007/s00432-021-03602-w	general_information	NA	NA	condition_name	unresectable hepatocellular carcinoma
10.1007/s00432-021-03602-w	general_information	NA	NA	country_first_author	italy
10.1007/s00432-021-03602-w	general_information	NA	NA	country_last_author	italy
10.1007/s00432-021-03602-w	general_information	NA	NA	positions	Academic
10.1007/s00432-021-03602-w	general_information	NA	NA	methodologist_yn	Yes
10.1007/s00432-021-03602-w	general_information	NA	NA	funding_source	No fundings
10.1007/s00432-021-03602-w	general_information	NA	NA	pharmaceutical_ties_yn	Yes
10.1007/s00432-021-03602-w	general_information	NA	NA	systematic_review_yn	No
10.1007/s00432-021-03602-w	methodology	1	NA	outcome_name	overall survival
10.1007/s00432-021-03602-w	methodology	1	NA	outcome_short_name	Overall Survival
10.1007/s00432-021-03602-w	methodology	1	NA	outcome_variable_type	Time-to-event
10.1007/s00432-021-03602-w	methodology	1	NA	treatment_name_ipd	regorafenib
10.1007/s00432-021-03602-w	methodology	1	NA	studies_number_ipd	1
10.1007/s00432-021-03602-w	methodology	1	NA	treatment_name_nonipd	cabozantinib
10.1007/s00432-021-03602-w	methodology	1	NA	studies_number_nonipd	2
10.1007/s00432-021-03602-w	methodology	1	NA	paic_type	MAIC
10.1007/s00432-021-03602-w	methodology	1	NA	anchored_yn	No
10.1007/s00432-021-03602-w	methodology	1	NA	paic_form	Simple (ie treatments effects extracted from two studies)
10.1007/s00432-021-03602-w	methodology	1	NA	primary_outcome_yn	Yes
10.1007/s00432-021-03602-w	methodology	1	NA	variables_selection_justification	Nothing mentioned, not reported
10.1007/s00432-021-03602-w	methodology	1	NA	pf_yn	No discussion (in the main text) of the status of prognostic factors of the variables
10.1007/s00432-021-03602-w	methodology	1	NA	tem_yn	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1007/s00432-021-03602-w	methodology	1	NA	adjustment_model_details_yn	No
10.1007/s00432-021-03602-w	methodology	1	NA	scale_choice_yn	No
10.1007/s00432-021-03602-w	results	1	NA	contrast_effect_type	HR
10.1007/s00432-021-03602-w	results	1	NA	direction_benefit	inferior
10.1007/s00432-021-03602-w	results	1	NA	ss_ttt_nonipd	331
10.1007/s00432-021-03602-w	results	1	NA	ss_ttt_ipd	278
10.1007/s00432-021-03602-w	results	1	NA	ss_adjusted_ttt_ipd	NA
10.1007/s00432-021-03602-w	results	1	NA	weights_yn	Not mentioned
10.1007/s00432-021-03602-w	results	1	NA	covariates_yn	No
10.1007/s00432-021-03602-w	results	1	NA	covariates_n	NA
10.1007/s00432-021-03602-w	results	1	NA	covariates_names	NA
10.1007/s00432-021-03602-w	results	1	NA	contrast_effect_direction	Denominator if ratio, or rightside if difference
10.1007/s00432-021-03602-w	results	1	NA	contrast_effect_unadjusted_value	0.8
10.1007/s00432-021-03602-w	results	1	NA	contrast_effect_unadjusted_pvalci	[0.66;0.97]
10.1007/s00432-021-03602-w	results	1	NA	contrast_effect_adjusted_value	0.83
10.1007/s00432-021-03602-w	results	1	NA	contrast_effect_adjusted_pvalci	[0.62;1.09]
10.1007/s00432-021-03602-w	results	1	NA	adjustment_geographical	NA
10.1007/s00432-021-03602-w	results	1	NA	ss_total_ipd	NA
10.1007/s00432-021-03602-w	results	1	NA	ss_adjusted_total_ipd	NA
10.1007/s00432-021-03602-w	results	1	NA	ss_total_nonipd	NA
10.1007/s00432-021-03602-w	results	1	NA	ss_anchor_nonipd	NA
10.1007/s00432-021-03602-w	results	1	NA	ss_anchor_ipd	NA
10.1007/s00432-021-03602-w	results	1	NA	ss_adjusted_anchor_ipd	NA
10.1007/s00432-021-03602-w	results	1	NA	effect_cutoff	1
10.1007/s00432-021-03602-w	results	1	NA	unadjusted_lb_ci	0.66
10.1007/s00432-021-03602-w	results	1	NA	unadjusted_ub_ci	0.97
10.1007/s00432-021-03602-w	results	1	NA	unadjusted_significant	TRUE
10.1007/s00432-021-03602-w	results	1	NA	adjusted_lb_ci	0.62
10.1007/s00432-021-03602-w	results	1	NA	adjusted_ub_ci	1.09
10.1007/s00432-021-03602-w	results	1	NA	adjusted_significant	FALSE
10.1007/s00432-021-03602-w	study_information	NA	1	ipd_yn	Yes
10.1007/s00432-021-03602-w	study_information	NA	1	ct_yn	No
10.1007/s00432-021-03602-w	study_information	NA	1	data_source_name	real-world data from unknown origin
10.1007/s00432-021-03602-w	study_information	NA	2	ipd_yn	No
10.1007/s00432-021-03602-w	study_information	NA	2	ct_yn	Yes
10.1007/s00432-021-03602-w	study_information	NA	2	nct	NCT01908426
10.1007/s00432-021-03602-w	study_information	NA	2	country_study	international
10.1007/s00432-021-03602-w	study_information	NA	2	ct_phase	3
10.1007/s00432-021-03602-w	study_information	NA	2	ct_arms	2 or more
10.1007/s11523-021-00803-8	general_information	NA	NA	condition_name	hepatocellular carcinoma
10.1007/s11523-021-00803-8	general_information	NA	NA	country_first_author	italy
10.1007/s11523-021-00803-8	general_information	NA	NA	country_last_author	italy
10.1007/s11523-021-00803-8	general_information	NA	NA	positions	Academic
10.1007/s11523-021-00803-8	general_information	NA	NA	methodologist_yn	Not mentioned
10.1007/s11523-021-00803-8	general_information	NA	NA	funding_source	No fundings
10.1007/s11523-021-00803-8	general_information	NA	NA	pharmaceutical_ties_yn	Yes
10.1007/s11523-021-00803-8	general_information	NA	NA	systematic_review_yn	No
10.1007/s11523-021-00803-8	methodology	1	NA	outcome_name	overall survival
10.1007/s11523-021-00803-8	methodology	1	NA	outcome_short_name	Overall Survival
10.1007/s11523-021-00803-8	methodology	1	NA	outcome_variable_type	Time-to-event
10.1007/s11523-021-00803-8	methodology	1	NA	treatment_name_ipd	lenvatinib
10.1007/s11523-021-00803-8	methodology	1	NA	studies_number_ipd	1
10.1007/s11523-021-00803-8	methodology	1	NA	treatment_name_nonipd	atezolizumab + bevacizumab
10.1007/s11523-021-00803-8	methodology	1	NA	studies_number_nonipd	2
10.1007/s11523-021-00803-8	methodology	1	NA	paic_type	MAIC
10.1007/s11523-021-00803-8	methodology	1	NA	anchored_yn	No
10.1007/s11523-021-00803-8	methodology	1	NA	paic_form	Simple (ie treatments effects extracted from two studies)
10.1007/s11523-021-00803-8	methodology	1	NA	primary_outcome_yn	Yes
10.1007/s11523-021-00803-8	methodology	1	NA	variables_selection_justification	Nothing mentioned, not reported
10.1007/s11523-021-00803-8	methodology	1	NA	pf_yn	No
10.1007/s11523-021-00803-8	methodology	1	NA	tem_yn	Yes
